date,entity_id,primary_metric,secondary_metric,value_pool,quality_score,risk_score
2026-01-02,TRA024,77.6,75.6,68983,87.0,74.3
2026-01-02,TRA025,62.5,27.5,100321,82.5,59.2
2026-01-02,TRA026,41.4,27.2,65751,82.2,65.2
2026-01-02,TRA027,74.0,33.2,56412,80.7,83.5
2026-01-02,TRA028,58.9,26.1,133602,98.6,9.7
2026-01-02,TRA029,40.7,39.3,37966,63.1,33.8
2026-01-02,TRA030,47.1,34.0,176418,78.9,60.4
2026-01-02,TRA031,82.7,67.7,76315,97.8,31.3
2026-01-02,TRA032,47.7,79.5,151492,87.9,92.4
2026-01-02,TRA033,96.4,41.3,177309,68.9,11.4
2026-01-02,TRA034,96.2,32.0,106988,87.1,67.0
2026-01-02,TRA035,42.0,67.4,38653,83.3,27.9
2026-01-02,TRA036,43.4,75.3,101304,72.4,11.6
2026-01-03,TRA001,40.1,74.6,110086,98.2,26.2
2026-01-03,TRA002,45.4,20.1,92734,74.5,82.3
2026-01-03,TRA003,64.5,37.4,172388,65.4,8.2
2026-01-03,TRA004,65.2,42.7,169979,95.9,81.6
2026-01-03,TRA005,93.1,45.4,79380,93.7,36.9
2026-01-03,TRA006,80.0,37.5,174595,89.3,23.4
2026-01-03,TRA007,67.6,30.2,15746,95.6,28.4
2026-01-03,TRA008,88.7,33.2,78145,65.6,26.4
2026-01-03,TRA009,67.9,46.7,94759,83.1,26.4
2026-01-03,TRA010,57.7,81.8,3772,88.8,22.1
2026-01-03,TRA011,93.6,48.4,144194,98.7,91.9
2026-01-03,TRA012,92.8,31.0,54495,89.1,15.9
2026-01-03,TRA013,67.2,77.6,163257,86.3,46.5
2026-01-03,TRA014,51.1,21.5,10494,74.4,69.5
2026-01-03,TRA015,58.7,43.1,143708,96.6,89.1
2026-01-03,TRA016,88.7,60.1,152960,68.1,87.9
2026-01-03,TRA017,80.2,33.4,104752,96.9,56.6
2026-01-03,TRA018,62.7,23.8,12447,72.0,13.4
2026-01-03,TRA019,81.0,63.2,114409,98.2,57.4
2026-01-03,TRA020,82.9,23.9,148283,88.9,50.1
2026-01-03,TRA021,88.4,61.7,30912,84.2,31.7
2026-01-03,TRA022,92.5,55.7,177797,97.2,80.5
2026-01-03,TRA023,96.6,34.1,28204,72.0,41.4
2026-01-03,TRA024,46.5,24.4,93011,89.2,82.7
2026-01-03,TRA025,82.2,77.2,47862,86.7,61.9
2026-01-03,TRA026,43.2,67.3,143502,68.5,45.6
2026-01-03,TRA027,56.1,43.2,103521,92.5,60.0
2026-01-03,TRA028,40.1,69.6,15911,64.2,48.2
2026-01-03,TRA029,89.2,81.6,170141,62.8,13.8
2026-01-03,TRA030,43.8,41.3,13045,85.2,12.5
2026-01-03,TRA031,66.8,50.1,93182,91.7,21.8
2026-01-03,TRA032,83.0,80.4,35637,86.4,11.9
2026-01-03,TRA033,44.9,48.8,13710,69.0,66.8
2026-01-03,TRA034,77.2,35.0,41875,91.0,28.4
2026-01-03,TRA035,91.2,65.5,7287,68.5,50.5
2026-01-03,TRA036,59.4,64.5,10842,88.5,19.2
2026-01-04,TRA001,89.5,64.9,79977,82.7,20.0
2026-01-04,TRA002,93.0,24.8,78299,97.4,76.5
2026-01-04,TRA003,76.9,77.8,75560,94.9,72.8
2026-01-04,TRA004,76.5,78.7,92160,72.7,43.1
2026-01-04,TRA005,67.4,42.6,76588,92.5,13.3
2026-01-04,TRA006,89.1,40.8,56510,80.1,32.8
2026-01-04,TRA007,44.2,79.6,181040,62.4,34.9
2026-01-04,TRA008,54.4,81.2,106467,82.8,85.6
2026-01-04,TRA009,96.6,65.3,25767,88.2,86.2
2026-01-04,TRA010,59.4,41.1,136279,76.9,58.1
2026-01-04,TRA011,65.4,33.8,141953,84.1,71.6
2026-01-04,TRA012,77.5,52.5,146432,68.6,8.5
2026-01-04,TRA013,43.3,50.5,63950,75.0,57.3
2026-01-04,TRA014,62.1,45.5,45623,97.3,21.7
2026-01-04,TRA015,88.7,32.2,66048,68.0,59.9
2026-01-04,TRA016,86.7,57.1,20975,69.0,70.8
2026-01-04,TRA017,81.1,21.0,11888,95.3,28.8
2026-01-04,TRA018,49.3,75.4,159751,96.4,18.4
2026-01-04,TRA019,84.3,56.9,47457,62.5,73.5
2026-01-04,TRA020,70.0,65.6,31238,84.3,69.5
2026-01-04,TRA021,87.3,35.7,23366,66.8,31.2
2026-01-04,TRA022,82.0,60.1,117015,85.9,16.7
2026-01-04,TRA023,93.1,28.4,170722,95.3,10.0
2026-01-04,TRA024,45.0,32.1,86486,84.3,80.4
2026-01-04,TRA025,83.0,45.0,2522,69.1,17.2
2026-01-04,TRA026,88.1,78.4,161566,96.9,54.5
2026-01-04,TRA027,58.1,43.7,183684,84.6,35.8
2026-01-04,TRA028,50.6,80.7,82550,94.8,53.9
2026-01-04,TRA029,66.4,76.8,105507,91.9,51.3
2026-01-04,TRA030,42.9,72.9,5836,87.5,10.7
2026-01-04,TRA031,72.7,68.8,78670,84.0,76.7
2026-01-04,TRA032,95.4,75.8,114424,88.0,13.4
2026-01-04,TRA033,52.3,59.7,108069,80.0,55.4
2026-01-04,TRA034,42.5,35.7,127752,81.9,64.9
2026-01-04,TRA035,44.3,80.8,119246,87.1,43.1
2026-01-04,TRA036,82.3,45.3,56426,82.1,45.4
2026-01-05,TRA001,61.5,53.9,46398,83.5,34.0
2026-01-05,TRA002,40.7,29.8,21001,62.2,59.4
2026-01-05,TRA003,60.2,20.6,178011,77.8,93.4
2026-01-05,TRA004,82.5,38.9,104342,83.4,68.7
2026-01-05,TRA005,48.0,29.6,4425,73.6,92.2
2026-01-05,TRA006,57.3,24.9,53651,64.2,36.4
2026-01-05,TRA007,85.4,55.9,128681,92.2,85.5
2026-01-05,TRA008,96.1,66.2,72560,70.9,74.9
2026-01-05,TRA009,48.4,64.6,80910,62.4,13.6
2026-01-05,TRA010,86.2,66.4,79451,91.8,33.4
2026-01-05,TRA011,80.3,23.1,150329,67.7,58.6
2026-01-05,TRA012,43.9,49.9,48203,85.2,9.7
2026-01-05,TRA013,56.9,66.0,149898,69.5,72.7
2026-01-05,TRA014,85.8,61.8,83109,98.6,79.3
2026-01-05,TRA015,49.2,31.0,30644,80.3,78.6
2026-01-05,TRA016,65.4,74.6,103688,82.7,33.2
2026-01-05,TRA017,53.4,52.9,173105,76.9,56.2
2026-01-05,TRA018,48.9,68.2,125871,75.2,63.8
2026-01-05,TRA019,56.0,71.5,81680,97.4,40.2
2026-01-05,TRA020,74.4,42.8,112503,79.8,24.8
2026-01-05,TRA021,57.9,73.9,36579,83.6,16.0
2026-01-05,TRA022,49.0,66.6,17912,66.7,36.3
2026-01-05,TRA023,85.8,60.3,98535,87.0,40.2
2026-01-05,TRA024,42.8,41.1,26036,83.2,61.3
2026-01-05,TRA025,40.7,35.0,128232,90.6,28.6
2026-01-05,TRA026,61.7,75.4,105848,65.2,47.1
2026-01-05,TRA027,46.9,33.8,165252,74.4,64.6
2026-01-05,TRA028,49.9,32.2,99050,88.8,88.7
2026-01-05,TRA029,46.4,63.3,71363,71.9,34.5
2026-01-05,TRA030,56.7,81.5,29480,65.6,44.3
2026-01-05,TRA031,48.2,43.7,13182,79.8,78.1
2026-01-05,TRA032,56.9,79.0,47625,71.0,43.1
2026-01-05,TRA033,46.4,66.4,36774,74.6,82.6
2026-01-05,TRA034,73.0,82.4,42092,98.6,15.6
2026-01-05,TRA035,77.2,35.6,94875,64.7,74.9
2026-01-05,TRA036,68.3,77.6,16387,79.2,60.1
2026-01-06,TRA001,78.1,68.1,125018,80.4,35.7
2026-01-06,TRA002,61.1,80.2,8003,67.9,68.8
2026-01-06,TRA003,41.6,80.7,71176,97.4,18.2
2026-01-06,TRA004,41.9,40.2,48818,85.3,93.1
2026-01-06,TRA005,44.7,80.5,134542,84.6,47.5
2026-01-06,TRA006,87.1,22.5,30496,74.7,83.3
2026-01-06,TRA007,67.2,23.1,164571,71.8,45.4
2026-01-06,TRA008,66.6,71.5,113074,87.3,85.5
2026-01-06,TRA009,44.0,69.6,62106,81.8,52.8
2026-01-06,TRA010,84.9,28.8,113829,74.7,45.5
2026-01-06,TRA011,50.5,68.5,68852,94.0,48.1
2026-01-06,TRA012,83.8,55.3,33524,95.2,59.6
2026-01-06,TRA013,60.8,61.6,78817,98.9,53.6
2026-01-06,TRA014,65.7,69.8,156049,89.8,52.9
2026-01-06,TRA015,96.1,23.6,43769,76.8,79.8
2026-01-06,TRA016,41.3,75.6,6409,77.3,19.9
2026-01-06,TRA017,91.0,55.8,53356,93.3,86.5
2026-01-06,TRA018,53.5,66.5,149507,94.5,28.1
2026-01-06,TRA019,67.9,63.7,75522,82.5,55.0
2026-01-06,TRA020,71.8,39.3,42251,67.7,23.3
2026-01-06,TRA021,72.3,23.4,22152,63.1,65.3
2026-01-06,TRA022,61.3,71.4,145406,79.6,60.3
2026-01-06,TRA023,84.4,47.2,174562,81.2,63.4
2026-01-06,TRA024,71.2,18.1,21008,88.4,13.0
2026-01-06,TRA025,91.5,19.0,120878,92.1,59.4
2026-01-06,TRA026,86.5,79.6,134073,97.0,82.8
2026-01-06,TRA027,43.2,21.1,164761,95.1,65.1
2026-01-06,TRA028,66.0,75.0,76605,65.5,68.9
2026-01-06,TRA029,43.9,58.8,3012,66.4,42.0
2026-01-06,TRA030,69.2,22.8,38493,66.0,20.5
2026-01-06,TRA031,92.2,26.0,111812,77.5,73.2
2026-01-06,TRA032,89.1,70.4,157231,80.0,26.7
2026-01-06,TRA033,42.1,23.5,15441,63.4,55.2
2026-01-06,TRA034,52.0,55.5,64388,90.0,16.4
2026-01-06,TRA035,46.3,31.3,19732,72.3,65.3
2026-01-06,TRA036,69.9,25.5,35243,78.4,20.8
2026-01-07,TRA001,92.6,62.7,34870,93.8,40.7
2026-01-07,TRA002,53.3,69.2,47180,81.9,24.7
2026-01-07,TRA003,93.9,53.3,34908,96.6,83.6
2026-01-07,TRA004,82.9,56.3,170258,65.0,88.2
2026-01-07,TRA005,81.8,79.2,158587,68.7,69.2
2026-01-07,TRA006,94.2,28.3,145932,95.8,55.4
2026-01-07,TRA007,80.6,67.8,61378,86.5,66.3
2026-01-07,TRA008,62.8,25.2,27674,70.8,85.4
2026-01-07,TRA009,44.4,53.4,160956,96.5,87.0
2026-01-07,TRA010,90.8,32.1,150591,70.2,55.4
2026-01-07,TRA011,84.5,66.9,118378,72.1,86.1
2026-01-07,TRA012,44.8,68.2,27014,88.1,76.4
2026-01-07,TRA013,71.8,19.8,168804,76.6,43.1
2026-01-07,TRA014,80.0,77.6,27438,65.8,69.2
2026-01-07,TRA015,55.0,35.2,69049,87.8,63.9
2026-01-07,TRA016,64.8,67.2,149911,95.3,81.2
2026-01-07,TRA017,92.1,36.2,108248,82.2,73.2
2026-01-07,TRA018,62.9,45.9,159865,91.6,49.5
2026-01-07,TRA019,60.9,31.6,142940,77.4,21.4
2026-01-07,TRA020,66.4,48.6,8150,87.2,71.5
2026-01-07,TRA021,47.6,44.9,101346,72.8,13.4
2026-01-07,TRA022,76.6,51.4,153782,65.9,88.4
2026-01-07,TRA023,88.0,52.3,56786,95.5,70.0
2026-01-07,TRA024,62.1,74.0,88373,66.8,92.5
2026-01-07,TRA025,44.8,68.9,6318,78.4,27.3
2026-01-07,TRA026,91.8,59.8,69176,98.5,54.8
2026-01-07,TRA027,49.6,25.9,79817,83.6,38.2
2026-01-07,TRA028,66.5,52.5,88666,80.1,65.9
2026-01-07,TRA029,63.0,77.8,4905,79.9,27.7
2026-01-07,TRA030,91.0,68.6,107525,65.9,53.7
2026-01-07,TRA031,59.7,46.2,107657,96.3,41.7
2026-01-07,TRA032,79.4,54.0,17634,84.7,53.7
2026-01-07,TRA033,78.7,67.7,155831,79.7,64.5
2026-01-07,TRA034,67.3,53.5,143393,91.9,45.8
2026-01-07,TRA035,66.7,36.8,182689,89.9,49.4
2026-01-07,TRA036,64.3,67.6,62786,84.7,67.1
2026-01-08,TRA001,50.6,52.1,176728,87.6,89.1
2026-01-08,TRA002,40.9,18.4,167901,73.6,87.6
2026-01-08,TRA003,65.1,44.0,82133,92.5,51.9
2026-01-08,TRA004,55.4,81.2,44028,81.7,69.9
2026-01-08,TRA005,79.2,78.9,29886,89.8,22.3
2026-01-08,TRA006,91.0,42.6,9598,66.4,90.2
2026-01-08,TRA007,67.6,54.9,37705,71.6,44.7
2026-01-08,TRA008,85.3,54.0,46691,70.8,77.3
2026-01-08,TRA009,43.5,70.1,100990,77.3,40.0
2026-01-08,TRA010,72.0,38.7,41651,95.7,82.1
2026-01-08,TRA011,59.2,39.7,116527,78.7,14.3
2026-01-08,TRA012,92.6,31.1,27099,95.4,12.1
2026-01-08,TRA013,85.0,27.0,172212,73.0,67.8
2026-01-08,TRA014,67.2,71.2,50044,78.9,90.6
2026-01-08,TRA015,55.9,75.7,52338,78.0,43.9
2026-01-08,TRA016,43.1,70.1,76689,88.5,34.6
2026-01-08,TRA017,71.5,37.1,100811,67.0,76.5
2026-01-08,TRA018,79.5,56.8,78521,73.0,67.0
2026-01-08,TRA019,60.7,29.1,79476,95.0,79.6
2026-01-08,TRA020,55.7,64.0,145302,88.6,20.2
2026-01-08,TRA021,65.6,60.8,30615,75.4,42.0
2026-01-08,TRA022,40.1,60.9,150174,69.4,46.9
2026-01-08,TRA023,69.3,70.7,70294,73.7,34.2
2026-01-08,TRA024,51.1,22.9,85245,94.8,61.4
2026-01-08,TRA025,75.9,26.5,24733,67.6,84.0
2026-01-08,TRA026,89.8,44.2,24993,86.7,66.2
2026-01-08,TRA027,60.7,83.5,184870,96.8,70.2
2026-01-08,TRA028,56.2,71.6,7554,95.2,23.4
2026-01-08,TRA029,58.1,45.5,152874,69.7,35.3
2026-01-08,TRA030,76.6,42.3,15285,63.3,67.0
2026-01-08,TRA031,96.1,62.8,58871,78.5,62.6
2026-01-08,TRA032,83.0,33.5,71655,67.9,73.0
2026-01-08,TRA033,70.1,54.3,97231,94.9,32.6
2026-01-08,TRA034,74.2,61.4,79480,94.2,46.7
2026-01-08,TRA035,91.0,62.8,13240,86.8,16.6
2026-01-08,TRA036,58.1,69.5,157839,64.0,81.6
2026-01-09,TRA001,94.8,49.3,134683,80.7,43.8
2026-01-09,TRA002,40.8,45.7,139837,89.6,38.1
2026-01-09,TRA003,96.2,39.8,120763,87.3,55.3
2026-01-09,TRA004,64.3,30.7,100976,79.3,36.1
2026-01-09,TRA005,89.7,56.0,86092,93.2,55.6
2026-01-09,TRA006,52.4,25.8,35359,84.6,44.4
2026-01-09,TRA007,54.6,27.4,155184,63.8,75.4
2026-01-09,TRA008,84.5,81.9,110457,65.1,88.9
2026-01-09,TRA009,90.8,41.5,14049,72.5,81.8
2026-01-09,TRA010,54.5,43.6,131825,73.2,77.8
2026-01-09,TRA011,68.1,38.1,13522,66.2,49.7
2026-01-09,TRA012,52.7,25.6,131201,98.5,18.2
2026-01-09,TRA013,46.4,65.9,84230,63.8,38.0
2026-01-09,TRA014,84.5,61.5,175867,97.0,36.9
2026-01-09,TRA015,57.5,26.0,64859,84.9,87.3
2026-01-09,TRA016,58.0,46.6,60724,82.2,39.3
2026-01-09,TRA017,91.7,57.8,165735,78.2,64.3
2026-01-09,TRA018,49.5,80.2,71386,72.1,44.7
2026-01-09,TRA019,47.7,64.7,8664,62.6,67.3
2026-01-09,TRA020,51.6,76.6,35084,87.1,27.4
2026-01-09,TRA021,56.1,70.0,157958,66.4,92.7
2026-01-09,TRA022,96.8,44.4,73635,65.9,80.5
2026-01-09,TRA023,46.8,52.8,184305,71.1,65.4
2026-01-09,TRA024,72.4,70.8,42326,94.5,85.0
2026-01-09,TRA025,83.3,38.2,62160,91.5,59.4
2026-01-09,TRA026,65.5,58.1,140467,82.2,85.6
2026-01-09,TRA027,40.2,56.5,159226,94.7,55.9
2026-01-09,TRA028,83.9,77.0,183020,87.1,71.8
2026-01-09,TRA029,43.6,61.6,144108,93.6,30.9
2026-01-09,TRA030,52.0,59.7,58078,84.6,21.6
2026-01-09,TRA031,64.2,42.2,94634,95.8,64.7
2026-01-09,TRA032,68.5,48.0,12122,77.2,39.7
2026-01-09,TRA033,46.8,66.5,114338,90.3,52.3
2026-01-09,TRA034,94.1,40.4,172337,75.2,71.2
2026-01-09,TRA035,54.8,74.9,174176,81.0,74.0
2026-01-09,TRA036,69.2,25.5,22166,78.2,10.4
2026-01-10,TRA001,48.7,34.3,145602,76.9,64.0
2026-01-10,TRA002,66.3,53.9,37835,88.7,74.7
2026-01-10,TRA003,90.7,32.3,22059,84.6,36.1
2026-01-10,TRA004,55.9,20.7,129590,69.1,48.3
2026-01-10,TRA005,89.0,19.0,180877,81.0,79.6
2026-01-10,TRA006,41.3,78.7,36952,85.7,68.3
2026-01-10,TRA007,71.9,75.6,82870,67.6,28.9
2026-01-10,TRA008,76.0,53.1,147824,89.0,53.6
2026-01-10,TRA009,95.1,46.1,76672,98.8,69.9
2026-01-10,TRA010,74.5,69.5,75059,68.7,28.5
2026-01-10,TRA011,50.7,35.7,19577,71.2,93.4
2026-01-10,TRA012,81.4,36.6,131736,85.5,15.8
2026-01-10,TRA013,77.2,75.6,57825,89.7,46.7
2026-01-10,TRA014,92.5,28.5,129371,87.6,43.6
2026-01-10,TRA015,56.6,45.2,40756,88.6,86.4
2026-01-10,TRA016,92.1,74.4,172664,78.5,22.2
2026-01-10,TRA017,75.9,22.4,89729,70.6,90.6
2026-01-10,TRA018,68.6,70.4,146754,72.6,92.2
2026-01-10,TRA019,91.3,79.2,121907,86.5,77.5
2026-01-10,TRA020,58.5,24.5,1838,98.1,29.9
2026-01-10,TRA021,89.9,47.3,117363,62.7,88.2
2026-01-10,TRA022,54.7,78.8,129215,66.5,89.4
2026-01-10,TRA023,75.3,43.1,9139,64.7,33.4
2026-01-10,TRA024,55.6,54.1,88201,69.4,31.0
2026-01-10,TRA025,56.9,26.6,51885,96.6,82.0
2026-01-10,TRA026,53.8,19.9,9165,71.8,27.0
2026-01-10,TRA027,52.1,82.8,8065,86.4,49.3
2026-01-10,TRA028,85.0,21.6,100053,81.9,58.1
2026-01-10,TRA029,87.6,27.3,80152,84.8,9.2
2026-01-10,TRA030,70.3,80.2,61587,67.9,51.4
2026-01-10,TRA031,60.1,82.6,41783,75.0,85.0
2026-01-10,TRA032,89.0,29.9,172121,90.0,16.5
2026-01-10,TRA033,84.4,71.2,86324,83.0,35.4
2026-01-10,TRA034,67.1,77.3,81215,97.4,88.6
2026-01-10,TRA035,65.0,39.7,3602,67.7,78.9
2026-01-10,TRA036,51.9,25.1,23067,91.9,37.0
2026-01-11,TRA001,57.0,56.4,134927,62.6,43.0
2026-01-11,TRA002,81.0,49.9,178631,70.6,23.5
2026-01-11,TRA003,74.8,49.0,79171,75.8,42.4
2026-01-11,TRA004,80.7,23.5,174259,72.1,87.3
2026-01-11,TRA005,67.2,66.6,163319,69.7,39.3
2026-01-11,TRA006,83.4,57.0,49399,92.7,84.0
2026-01-11,TRA007,60.0,35.8,124885,74.2,18.7
2026-01-11,TRA008,81.9,62.4,39996,74.3,10.8
2026-01-11,TRA009,59.2,57.0,8542,94.8,88.2
2026-01-11,TRA010,92.6,69.4,28150,94.8,72.9
2026-01-11,TRA011,58.3,50.7,166414,65.6,68.2
2026-01-11,TRA012,40.4,39.0,162825,74.5,62.7
2026-01-11,TRA013,76.7,36.8,23305,65.7,24.3
2026-01-11,TRA014,40.7,62.5,140519,72.3,66.2
2026-01-11,TRA015,58.1,41.5,96632,95.3,34.5
2026-01-11,TRA016,88.3,83.9,158138,77.9,59.1
2026-01-11,TRA017,68.0,34.6,16870,86.3,90.8
2026-01-11,TRA018,44.5,38.3,6867,99.0,56.7
2026-01-11,TRA019,68.6,82.0,178805,67.9,70.4
2026-01-11,TRA020,87.1,81.7,99681,92.9,91.3
2026-01-11,TRA021,93.7,75.7,164800,89.7,50.9
2026-01-11,TRA022,96.1,52.8,115874,71.7,89.8
2026-01-11,TRA023,55.0,71.9,159492,77.0,88.1
2026-01-11,TRA024,49.9,74.9,116173,87.7,15.7
2026-01-11,TRA025,53.3,19.4,66140,86.5,22.1
2026-01-11,TRA026,82.4,75.6,85541,73.6,46.0
2026-01-11,TRA027,62.3,52.4,154232,78.5,14.7
2026-01-11,TRA028,70.3,65.0,159864,85.1,28.7
2026-01-11,TRA029,58.2,43.9,49973,83.4,22.0
2026-01-11,TRA030,87.4,55.4,17298,71.0,57.2
2026-01-11,TRA031,64.5,52.7,102877,83.5,92.2
2026-01-11,TRA032,89.8,55.0,121619,74.4,9.4
2026-01-11,TRA033,83.1,78.9,85540,92.8,57.2
2026-01-11,TRA034,92.4,50.4,102731,72.7,67.8
2026-01-11,TRA035,60.3,50.9,133230,89.6,50.6
2026-01-11,TRA036,77.9,68.6,146570,62.6,67.2
2026-01-12,TRA001,51.6,60.8,123065,68.9,24.2
2026-01-12,TRA002,81.5,38.3,100251,77.9,85.9
2026-01-12,TRA003,95.2,54.1,3850,91.7,48.8
2026-01-12,TRA004,73.6,33.6,134127,73.7,22.0
2026-01-12,TRA005,43.6,69.5,59058,97.5,90.4
2026-01-12,TRA006,95.1,24.9,161608,71.2,23.3
2026-01-12,TRA007,76.4,54.5,56294,79.5,17.8
2026-01-12,TRA008,64.9,23.3,16772,65.3,37.9
2026-01-12,TRA009,40.0,77.6,130459,65.8,8.6
2026-01-12,TRA010,71.3,32.2,137160,75.1,22.3
2026-01-12,TRA011,58.0,33.9,107252,82.7,85.9
2026-01-12,TRA012,94.3,50.8,76239,73.5,9.4
2026-01-12,TRA013,62.0,53.1,22979,80.9,53.6
2026-01-12,TRA014,71.7,24.0,30622,94.1,42.6
2026-01-12,TRA015,91.3,68.5,84835,78.3,55.2
2026-01-12,TRA016,83.4,75.6,51903,90.7,50.7
2026-01-12,TRA017,91.9,48.0,154404,68.4,13.8
2026-01-12,TRA018,75.1,43.1,106200,89.5,77.1
2026-01-12,TRA019,63.6,79.2,30288,63.1,47.5
2026-01-12,TRA020,77.4,41.7,55585,79.5,72.2
2026-01-12,TRA021,91.0,57.0,29029,62.6,87.4
2026-01-12,TRA022,79.8,57.4,112815,96.7,70.1
2026-01-12,TRA023,73.2,40.6,63385,87.3,75.8
2026-01-12,TRA024,89.3,49.9,123981,91.8,65.8
2026-01-12,TRA025,43.0,37.0,146778,78.7,71.9
2026-01-12,TRA026,68.2,18.8,67144,87.8,92.1
2026-01-12,TRA027,81.1,25.5,39561,87.5,14.0
2026-01-12,TRA028,45.3,50.8,48938,62.4,71.8
2026-01-12,TRA029,82.0,36.9,73173,62.8,52.9
2026-01-12,TRA030,87.8,63.0,136582,79.5,57.7
2026-01-12,TRA031,44.7,76.3,138260,76.1,85.3
2026-01-12,TRA032,65.6,53.3,72381,78.3,28.6
2026-01-12,TRA033,91.9,70.2,161316,87.5,55.6
2026-01-12,TRA034,90.3,65.9,140242,70.0,14.9
2026-01-12,TRA035,42.2,37.1,3750,98.9,32.2
2026-01-12,TRA036,71.3,71.4,147311,83.7,70.0
2026-01-13,TRA001,62.0,41.3,173255,84.0,15.3
2026-01-13,TRA002,96.6,35.8,147892,66.4,76.9
2026-01-13,TRA003,82.3,31.1,151064,91.6,54.4
2026-01-13,TRA004,63.8,43.6,92070,62.4,53.2
2026-01-13,TRA005,44.3,52.7,1876,76.1,68.0
2026-01-13,TRA006,69.8,62.1,38567,98.7,35.4
2026-01-13,TRA007,49.2,36.0,52347,66.9,87.3
2026-01-13,TRA008,95.0,37.3,79714,81.1,41.6
2026-01-13,TRA009,56.5,49.9,45902,76.7,66.6
2026-01-13,TRA010,95.5,78.9,139944,94.1,92.6
2026-01-13,TRA011,76.4,63.7,5448,74.5,33.7
2026-01-13,TRA012,49.7,80.3,34076,72.6,52.6
2026-01-13,TRA013,58.1,22.6,118758,75.2,85.6
2026-01-13,TRA014,51.6,46.1,169002,82.0,40.0
2026-01-13,TRA015,58.8,26.9,9240,92.2,58.8
2026-01-13,TRA016,54.6,33.5,30753,91.2,66.1
2026-01-13,TRA017,88.4,81.3,31459,73.5,89.7
